Year,Country,Region,Sex,Age Group,Applications
2022,Afghanistan,Asia Central,Female,17 and under,1
2022,Afghanistan,Asia Central,Male,17 and under,220
2022,Afghanistan,Asia Central,Male,18 to 24,5
2022,Afghanistan,Asia Central,Male,25 to 39,2
2022,Albania,Europe Other,Female,17 and under,32
2022,Albania,Europe Other,Female,18 to 24,15
2022,Albania,Europe Other,Female,25 to 39,18
2022,Albania,Europe Other,Female,40 and over,5
2022,Albania,Europe Other,Male,17 and under,39
2022,Albania,Europe Other,Male,18 to 24,2
2022,Albania,Europe Other,Male,25 to 39,1
2022,Albania,Europe Other,Unknown,17 and under,3
2022,Albania,Europe Other,Female,18 to 24,13
2022,Albania,Europe Other,Female,25 to 39,32
2022,Albania,Europe Other,Female,40 and over,6
2022,Albania,Europe Other,Male,17 and under,4
2022,Albania,Europe Other,Male,18 to 24,876
2022,Albania,Europe Other,Male,25 to 39,872
2022,Albania,Europe Other,Male,40 and over,147
2022,Albania,Europe Other,Unknown,18 to 24,6
2022,Albania,Europe Other,Unknown,25 to 39,6
2022,Albania,Europe Other,Female,17 and under,1
2022,Albania,Europe Other,Male,17 and under,53
2022,Albania,Europe Other,Male,18 to 24,2
2022,Albania,Europe Other,Male,25 to 39,1
2022,Algeria,Africa North,Male,18 to 24,2
2022,Algeria,Africa North,Male,25 to 39,11
2022,Algeria,Africa North,Male,40 and over,1
2022,Algeria,Africa North,Male,17 and under,1
2022,Bangladesh,Asia South,Male,25 to 39,2
2022,Bangladesh,Asia South,Male,40 and over,1
2022,Bosnia and Herzegovina,Europe Other,Female,25 to 39,1
2022,Cameroon,Africa Sub-Saharan,Female,17 and under,2
2022,Cameroon,Africa Sub-Saharan,Female,18 to 24,1
2022,Cameroon,Africa Sub-Saharan,Male,25 to 39,1
2022,Central African Republic,Africa Sub-Saharan,Male,25 to 39,1
2022,Chad,Africa Sub-Saharan,Female,18 to 24,1
2022,Chad,Africa Sub-Saharan,Male,17 and under,1
2022,Chad,Africa Sub-Saharan,Male,18 to 24,6
2022,Chad,Africa Sub-Saharan,Male,25 to 39,13
2022,Chad,Africa Sub-Saharan,Male,40 and over,2
2022,Chad,Africa Sub-Saharan,Male,17 and under,5
2022,Chad,Africa Sub-Saharan,Male,18 to 24,1
2022,China,Asia East,Male,25 to 39,1
2022,China,Asia East,Male,40 and over,1
2022,Cyprus (Northern part of),Europe Other,Male,18 to 24,1
2022,Cyprus (Northern part of),Europe Other,Male,40 and over,1
2022,Egypt,Africa North,Female,17 and under,1
2022,Egypt,Africa North,Female,25 to 39,1
2022,Egypt,Africa North,Male,17 and under,3
2022,Egypt,Africa North,Female,25 to 39,1
2022,Egypt,Africa North,Male,17 and under,4
2022,Egypt,Africa North,Male,18 to 24,74
2022,Egypt,Africa North,Male,25 to 39,88
2022,Egypt,Africa North,Male,40 and over,32
2022,Egypt,Africa North,Female,17 and under,1
2022,Egypt,Africa North,Male,17 and under,9
2022,Egypt,Africa North,Male,18 to 24,1
2022,Eritrea,Africa Sub-Saharan,Female,17 and under,14
2022,Eritrea,Africa Sub-Saharan,Female,18 to 24,9
2022,Eritrea,Africa Sub-Saharan,Female,25 to 39,9
2022,Eritrea,Africa Sub-Saharan,Male,17 and under,17
2022,Eritrea,Africa Sub-Saharan,Male,25 to 39,1
2022,Eritrea,Africa Sub-Saharan,Female,17 and under,1
2022,Eritrea,Africa Sub-Saharan,Female,18 to 24,51
2022,Eritrea,Africa Sub-Saharan,Female,25 to 39,45
2022,Eritrea,Africa Sub-Saharan,Female,40 and over,3
2022,Eritrea,Africa Sub-Saharan,Male,17 and under,1
2022,Eritrea,Africa Sub-Saharan,Male,18 to 24,107
2022,Eritrea,Africa Sub-Saharan,Male,25 to 39,167
2022,Eritrea,Africa Sub-Saharan,Male,40 and over,10
2022,Eritrea,Africa Sub-Saharan,Female,17 and under,22
2022,Eritrea,Africa Sub-Saharan,Male,17 and under,43
2022,Eritrea,Africa Sub-Saharan,Male,25 to 39,1
2022,Ethiopia,Africa Sub-Saharan,Female,17 and under,3
2022,Ethiopia,Africa Sub-Saharan,Female,18 to 24,2
2022,Ethiopia,Africa Sub-Saharan,Female,25 to 39,3
2022,Ethiopia,Africa Sub-Saharan,Male,17 and under,1
2022,Ethiopia,Africa Sub-Saharan,Male,25 to 39,1
2022,Ethiopia,Africa Sub-Saharan,Female,17 and under,1
2022,Ethiopia,Africa Sub-Saharan,Female,18 to 24,3
2022,Ethiopia,Africa Sub-Saharan,Female,25 to 39,14
2022,Ethiopia,Africa Sub-Saharan,Female,40 and over,1
2022,Ethiopia,Africa Sub-Saharan,Male,17 and under,2
2022,Ethiopia,Africa Sub-Saharan,Male,18 to 24,26
2022,Ethiopia,Africa Sub-Saharan,Male,25 to 39,46
2022,Ethiopia,Africa Sub-Saharan,Male,40 and over,4
2022,Ethiopia,Africa Sub-Saharan,Female,17 and under,12
2022,Ethiopia,Africa Sub-Saharan,Male,17 and under,8
2022,Gambia,Africa Sub-Saharan,Male,18 to 24,2
2022,Gambia,Africa Sub-Saharan,Male,25 to 39,4
2022,Georgia,Europe Other,Male,25 to 39,2
2022,Ghana,Africa Sub-Saharan,Male,18 to 24,1
2022,Guinea,Africa Sub-Saharan,Male,17 and under,1
2022,Guinea,Africa Sub-Saharan,Female,25 to 39,1
2022,Guinea,Africa Sub-Saharan,Male,18 to 24,4
2022,Guinea,Africa Sub-Saharan,Male,25 to 39,2
2022,Guinea Bissau,Africa Sub-Saharan,Male,18 to 24,1
2022,India,Asia South,Female,25 to 39,1
2022,India,Asia South,Male,18 to 24,9
2022,India,Asia South,Male,25 to 39,42
2022,India,Asia South,Male,40 and over,24
2022,India,Asia South,Unknown,25 to 39,3
2022,Iran,Middle East,Female,17 and under,45
2022,Iran,Middle East,Female,18 to 24,5
2022,Iran,Middle East,Female,25 to 39,46
2022,Iran,Middle East,Female,40 and over,10
2022,Iran,Middle East,Male,17 and under,47
2022,Iran,Middle East,Male,25 to 39,5
2022,Iran,Middle East,Unknown,17 and under,7
2022,Iran,Middle East,Female,17 and under,1
2022,Iran,Middle East,Female,18 to 24,12
2022,Iran,Middle East,Female,25 to 39,42
2022,Iran,Middle East,Female,40 and over,23
2022,Iran,Middle East,Male,17 and under,16
2022,Iran,Middle East,Male,18 to 24,180
2022,Iran,Middle East,Male,25 to 39,421
2022,Iran,Middle East,Male,40 and over,96
2022,Iran,Middle East,Unknown,18 to 24,1
2022,Iran,Middle East,Male,17 and under,144
2022,Iran,Middle East,Male,18 to 24,1
2022,Iraq,Middle East,Female,17 and under,102
2022,Iraq,Middle East,Female,18 to 24,10
2022,Iraq,Middle East,Female,25 to 39,79
2022,Iraq,Middle East,Female,40 and over,19
2022,Iraq,Middle East,Male,17 and under,114
2022,Iraq,Middle East,Male,25 to 39,3
2022,Iraq,Middle East,Male,40 and over,1
2022,Iraq,Middle East,Unknown,17 and under,11
2022,Iraq,Middle East,Female,17 and under,1
2022,Iraq,Middle East,Female,18 to 24,16
2022,Iraq,Middle East,Female,25 to 39,23
2022,Iraq,Middle East,Female,40 and over,19
2022,Iraq,Middle East,Male,17 and under,4
2022,Iraq,Middle East,Male,18 to 24,201
2022,Iraq,Middle East,Male,25 to 39,300
2022,Iraq,Middle East,Male,40 and over,61
2022,Iraq,Middle East,Male,17 and under,33
2022,Ivory Coast,Africa Sub-Saharan,Male,25 to 39,1
2022,Ivory Coast,Africa Sub-Saharan,Male,17 and under,1
2022,Jordan,Middle East,Male,25 to 39,1
2022,Kenya,Africa Sub-Saharan,Male,25 to 39,1
2022,Kosovo,Europe Other,Male,18 to 24,1
2022,Kosovo,Europe Other,Male,25 to 39,1
2022,Kuwait,Middle East,Female,17 and under,16
2022,Kuwait,Middle East,Female,18 to 24,2
2022,Kuwait,Middle East,Female,25 to 39,3
2022,Kuwait,Middle East,Female,40 and over,4
2022,Kuwait,Middle East,Male,17 and under,9
2022,Kuwait,Middle East,Male,18 to 24,1
2022,Kuwait,Middle East,Male,25 to 39,2
2022,Kuwait,Middle East,Unknown,17 and under,1
2022,Kuwait,Middle East,Female,25 to 39,1
2022,Kuwait,Middle East,Female,40 and over,4
2022,Kuwait,Middle East,Male,18 to 24,5
2022,Kuwait,Middle East,Male,25 to 39,22
2022,Kuwait,Middle East,Male,40 and over,14
2022,Lebanon,Middle East,Male,25 to 39,1
2022,Liberia,Africa Sub-Saharan,Male,25 to 39,1
2022,Libya,Africa North,Male,18 to 24,6
2022,Libya,Africa North,Male,25 to 39,20
2022,Libya,Africa North,Male,40 and over,4
2022,Libya,Africa North,Male,17 and under,1
2022,Mali,Africa Sub-Saharan,Male,25 to 39,1
2022,Mauritania,Africa North,Male,18 to 24,1
2022,Morocco,Africa North,Female,25 to 39,1
2022,Morocco,Africa North,Male,25 to 39,3
2022,Nigeria,Africa Sub-Saharan,Female,25 to 39,1
2022,Nigeria,Africa Sub-Saharan,Male,17 and under,2
2022,Nigeria,Africa Sub-Saharan,Male,17 and under,1
2022,Nigeria,Africa Sub-Saharan,Male,18 to 24,2
2022,Nigeria,Africa Sub-Saharan,Male,25 to 39,11
2022,Nigeria,Africa Sub-Saharan,Male,40 and over,2
2022,North Macedonia,Europe Other,Female,18 to 24,1
2022,Occupied Palestinian Territories,Middle East,Female,25 to 39,1
2022,Occupied Palestinian Territories,Middle East,Male,18 to 24,2
2022,Occupied Palestinian Territories,Middle East,Male,25 to 39,5
2022,Occupied Palestinian Territories,Middle East,Male,17 and under,3
2022,Pakistan,Asia South,Male,18 to 24,7
2022,Pakistan,Asia South,Male,25 to 39,16
2022,Pakistan,Asia South,Male,40 and over,2
2022,Pakistan,Asia South,Male,17 and under,2
2022,Philippines,Asia South East,Male,18 to 24,1
2022,Refugee,Other,Female,17 and under,4
2022,Refugee,Other,Female,25 to 39,2
2022,Refugee,Other,Male,17 and under,3
2022,Refugee,Other,Female,40 and over,1
2022,Refugee,Other,Male,25 to 39,9
2022,Refugee,Other,Male,40 and over,4
2022,Refugee,Other,Male,17 and under,4
2022,Russia,Europe Other,Female,25 to 39,1
2022,Senegal,Africa Sub-Saharan,Male,25 to 39,1
2022,Sierra Leone,Africa Sub-Saharan,Male,18 to 24,1
2022,Somalia,Africa Sub-Saharan,Female,17 and under,1
2022,Somalia,Africa Sub-Saharan,Female,25 to 39,1
2022,Somalia,Africa Sub-Saharan,Male,18 to 24,7
2022,Somalia,Africa Sub-Saharan,Male,25 to 39,7
2022,Somalia,Africa Sub-Saharan,Male,40 and over,1
2022,Somalia,Africa Sub-Saharan,Female,17 and under,1
2022,Somalia,Africa Sub-Saharan,Male,17 and under,1
2022,South Sudan,Africa Sub-Saharan,Male,17 and under,3
2022,South Sudan,Africa Sub-Saharan,Male,18 to 24,13
2022,South Sudan,Africa Sub-Saharan,Male,25 to 39,6
2022,South Sudan,Africa Sub-Saharan,Male,40 and over,1
2022,South Sudan,Africa Sub-Saharan,Male,17 and under,8
2022,Sri Lanka,Asia South,Female,40 and over,1
2022,Sri Lanka,Asia South,Male,18 to 24,14
2022,Sri Lanka,Asia South,Male,25 to 39,21
2022,Sri Lanka,Asia South,Male,40 and over,9
2022,Stateless,Other,Female,17 and under,6
2022,Stateless,Other,Female,25 to 39,1
2022,Stateless,Other,Female,40 and over,2
2022,Stateless,Other,Male,17 and under,12
2022,Stateless,Other,Male,25 to 39,1
2022,Stateless,Other,Male,40 and over,1
2022,Stateless,Other,Unknown,17 and under,2
2022,Stateless,Other,Female,18 to 24,1
2022,Stateless,Other,Female,25 to 39,5
2022,Stateless,Other,Female,40 and over,1
2022,Stateless,Other,Male,17 and under,1
2022,Stateless,Other,Male,18 to 24,3
2022,Stateless,Other,Male,25 to 39,15
2022,Stateless,Other,Male,40 and over,6
2022,Stateless,Other,Male,17 and under,1
2022,Sudan,Africa North,Female,17 and under,4
2022,Sudan,Africa North,Female,18 to 24,1
2022,Sudan,Africa North,Female,25 to 39,4
2022,Sudan,Africa North,Male,17 and under,2
2022,Sudan,Africa North,Unknown,17 and under,3
2022,Sudan,Africa North,Female,18 to 24,1
2022,Sudan,Africa North,Female,25 to 39,5
2022,Sudan,Africa North,Male,17 and under,4
2022,Sudan,Africa North,Male,18 to 24,102
2022,Sudan,Africa North,Male,25 to 39,135
2022,Sudan,Africa North,Male,40 and over,11
2022,Sudan,Africa North,Female,17 and under,2
2022,Sudan,Africa North,Male,17 and under,67
2022,Sudan,Africa North,Male,18 to 24,1
2022,Sudan,Africa North,Male,25 to 39,2
2022,Syria,Middle East,Female,17 and under,24
2022,Syria,Middle East,Female,18 to 24,3
2022,Syria,Middle East,Female,25 to 39,11
2022,Syria,Middle East,Female,40 and over,2
2022,Syria,Middle East,Male,17 and under,20
2022,Syria,Middle East,Female,18 to 24,2
2022,Syria,Middle East,Female,25 to 39,2
2022,Syria,Middle East,Female,40 and over,5
2022,Syria,Middle East,Male,17 and under,3
2022,Syria,Middle East,Male,18 to 24,156
2022,Syria,Middle East,Male,25 to 39,173
2022,Syria,Middle East,Male,40 and over,22
2022,Syria,Middle East,Unknown,18 to 24,1
2022,Syria,Middle East,Male,17 and under,36
2022,Tajikistan,Asia Central,Male,17 and under,2
2022,Tajikistan,Asia Central,Male,18 to 24,1
2022,Tajikistan,Asia Central,Male,25 to 39,1
2022,Tunisia,Africa North,Male,17 and under,1
2022,Tunisia,Africa North,Female,25 to 39,1
2022,Tunisia,Africa North,Male,18 to 24,1
2022,Tunisia,Africa North,Male,25 to 39,7
2022,Tunisia,Africa North,Male,18 to 24,1
2022,Turkey,Europe Other,Female,17 and under,1
2022,Turkey,Europe Other,Female,18 to 24,1
2022,Turkey,Europe Other,Female,25 to 39,1
2022,Turkey,Europe Other,Male,17 and under,3
2022,Turkey,Europe Other,Male,18 to 24,72
2022,Turkey,Europe Other,Male,25 to 39,60
2022,Turkey,Europe Other,Male,40 and over,20
2022,Turkey,Europe Other,Unknown,18 to 24,1
2022,Turkey,Europe Other,Male,17 and under,17
2022,Turkey,Europe Other,Male,25 to 39,1
2022,Ukraine,Europe Other,Male,40 and over,1
2022,Vietnam,Asia South East,Female,18 to 24,1
2022,Vietnam,Asia South East,Female,25 to 39,6
2022,Vietnam,Asia South East,Male,25 to 39,1
2022,Vietnam,Asia South East,Female,18 to 24,17
2022,Vietnam,Asia South East,Female,25 to 39,20
2022,Vietnam,Asia South East,Female,40 and over,4
2022,Vietnam,Asia South East,Male,17 and under,2
2022,Vietnam,Asia South East,Male,18 to 24,48
2022,Vietnam,Asia South East,Male,25 to 39,104
2022,Vietnam,Asia South East,Male,40 and over,16
2022,Vietnam,Asia South East,Unknown,18 to 24,2
2022,Vietnam,Asia South East,Unknown,25 to 39,1
2022,Vietnam,Asia South East,Unknown,40 and over,2
2022,Vietnam,Asia South East,Female,17 and under,4
2022,Vietnam,Asia South East,Male,17 and under,7
2022,Vietnam,Asia South East,Male,18 to 24,2
2022,Western Sahara,Africa North,Male,25 to 39,1
2022,Yemen,Middle East,Female,17 and under,1
2022,Yemen,Middle East,Female,18 to 24,1
2022,Yemen,Middle East,Male,17 and under,4
2022,Yemen,Middle East,Female,25 to 39,3
2022,Yemen,Middle East,Male,18 to 24,3
2022,Yemen,Middle East,Male,25 to 39,20
2022,Yemen,Middle East,Male,40 and over,2
2022,Afghanistan,Asia Central,Male,17 and under,6
2022,Afghanistan,Asia Central,Male,18 to 24,11
2022,Afghanistan,Asia Central,Male,25 to 39,24
2022,Afghanistan,Asia Central,Male,40 and over,1
2022,Albania,Europe Other,Male,17 and under,25
2022,Albania,Europe Other,Male,18 to 24,12
2022,Albania,Europe Other,Male,25 to 39,20
2022,Albania,Europe Other,Male,40 and over,3
2022,Egypt,Africa North,Male,18 to 24,4
2022,Egypt,Africa North,Male,25 to 39,3
2022,Eritrea,Africa Sub-Saharan,Male,17 and under,2
2022,Eritrea,Africa Sub-Saharan,Male,18 to 24,2
2022,Eritrea,Africa Sub-Saharan,Male,25 to 39,1
2022,India,Asia South,Male,25 to 39,1
2022,Iran,Middle East,Female,25 to 39,3
2022,Iran,Middle East,Male,17 and under,6
2022,Iran,Middle East,Male,18 to 24,2
2022,Iran,Middle East,Male,25 to 39,5
2022,Iran,Middle East,Male,40 and over,1
2022,Iran,Middle East,Unknown,17 and under,5
2022,Iraq,Middle East,Female,18 to 24,1
2022,Iraq,Middle East,Female,25 to 39,3
2022,Iraq,Middle East,Male,17 and under,1
2022,Iraq,Middle East,Male,18 to 24,6
2022,Iraq,Middle East,Male,40 and over,1
2022,Iraq,Middle East,Unknown,17 and under,3
2022,Pakistan,Asia South,Female,18 to 24,2
2022,Pakistan,Asia South,Female,40 and over,1
2022,Pakistan,Asia South,Male,17 and under,2
2022,Pakistan,Asia South,Male,18 to 24,1
2022,Pakistan,Asia South,Male,25 to 39,1
2022,Poland,EU 8,Male,25 to 39,1
2022,Stateless,Other,Male,25 to 39,1
2022,Sudan,Africa North,Female,17 and under,1
2022,Sudan,Africa North,Male,17 and under,3
2022,Sudan,Africa North,Male,18 to 24,6
2022,Sudan,Africa North,Male,25 to 39,2
2022,Sudan,Africa North,Unknown,17 and under,1
2022,Syria,Middle East,Female,18 to 24,1
2022,Syria,Middle East,Male,18 to 24,2
2022,Syria,Middle East,Male,25 to 39,1
2022,Turkey,Europe Other,Male,17 and under,1
2022,Vietnam,Asia South East,Female,17 and under,1
2022,Vietnam,Asia South East,Female,18 to 24,2
2022,Vietnam,Asia South East,Male,18 to 24,1
2022,Vietnam,Asia South East,Male,25 to 39,1
2022,Vietnam,Asia South East,Male,40 and over,2
2022,Afghanistan,Asia Central,Female,17 and under,43
2022,Afghanistan,Asia Central,Female,18 to 24,3
2022,Afghanistan,Asia Central,Female,25 to 39,29
2022,Afghanistan,Asia Central,Female,40 and over,6
2022,Afghanistan,Asia Central,Male,17 and under,70
2022,Afghanistan,Asia Central,Male,18 to 24,1
2022,Afghanistan,Asia Central,Male,25 to 39,4
2022,Afghanistan,Asia Central,Unknown,17 and under,1
2022,Afghanistan,Asia Central,Female,17 and under,2
2022,Afghanistan,Asia Central,Female,18 to 24,6
2022,Afghanistan,Asia Central,Female,25 to 39,19
2022,Afghanistan,Asia Central,Female,40 and over,4
2022,Afghanistan,Asia Central,Male,17 and under,130
2022,Afghanistan,Asia Central,Male,18 to 24,1049
2022,Afghanistan,Asia Central,Male,25 to 39,696
2022,Afghanistan,Asia Central,Male,40 and over,51
2022,Afghanistan,Asia Central,Unknown,18 to 24,1
2022,Afghanistan,Asia Central,Female,17 and under,2
2022,Afghanistan,Asia Central,Male,17 and under,335
2022,Afghanistan,Asia Central,Male,18 to 24,16
2022,Afghanistan,Asia Central,Male,25 to 39,4
2022,Albania,Europe Other,Female,17 and under,301
2022,Albania,Europe Other,Female,18 to 24,65
2022,Albania,Europe Other,Female,25 to 39,127
2022,Albania,Europe Other,Female,40 and over,36
2022,Albania,Europe Other,Male,17 and under,340
2022,Albania,Europe Other,Male,18 to 24,4
2022,Albania,Europe Other,Male,25 to 39,3
2022,Albania,Europe Other,Male,40 and over,3
2022,Albania,Europe Other,Unknown,17 and under,15
2022,Albania,Europe Other,Unknown,40 and over,1
2022,Albania,Europe Other,Female,17 and under,17
2022,Albania,Europe Other,Female,18 to 24,139
2022,Albania,Europe Other,Female,25 to 39,236
2022,Albania,Europe Other,Female,40 and over,61
2022,Albania,Europe Other,Male,17 and under,43
2022,Albania,Europe Other,Male,18 to 24,2551
2022,Albania,Europe Other,Male,25 to 39,2436
2022,Albania,Europe Other,Male,40 and over,496
2022,Albania,Europe Other,Unknown,17 and under,1
2022,Albania,Europe Other,Unknown,18 to 24,18
2022,Albania,Europe Other,Unknown,25 to 39,8
2022,Albania,Europe Other,Unknown,40 and over,5
2022,Albania,Europe Other,Female,17 and under,5
2022,Albania,Europe Other,Male,17 and under,495
2022,Albania,Europe Other,Male,18 to 24,7
2022,Albania,Europe Other,Male,25 to 39,2
2022,Algeria,Africa North,Female,25 to 39,1
2022,Algeria,Africa North,Female,40 and over,1
2022,Algeria,Africa North,Male,18 to 24,12
2022,Algeria,Africa North,Male,25 to 39,30
2022,Algeria,Africa North,Male,40 and over,1
2022,Algeria,Africa North,Male,17 and under,1
2022,Azerbaijan,Europe Other,Male,25 to 39,1
2022,Bolivia,America Central and South,Male,40 and over,1
2022,Burkina,Africa Sub-Saharan,Male,18 to 24,3
2022,Burkina,Africa Sub-Saharan,Male,25 to 39,1
2022,Burundi,Africa Sub-Saharan,Male,18 to 24,1
2022,Cameroon,Africa Sub-Saharan,Male,18 to 24,1
2022,Cameroon,Africa Sub-Saharan,Male,25 to 39,3
2022,Chad,Africa Sub-Saharan,Male,18 to 24,15
2022,Chad,Africa Sub-Saharan,Male,25 to 39,9
2022,Chad,Africa Sub-Saharan,Male,17 and under,9
2022,Chad,Africa Sub-Saharan,Male,18 to 24,3
2022,China,Asia East,Female,25 to 39,1
2022,Cyprus (Northern part of),Europe Other,Male,18 to 24,1
2022,Egypt,Africa North,Female,17 and under,2
2022,Egypt,Africa North,Male,17 and under,1
2022,Egypt,Africa North,Female,18 to 24,1
2022,Egypt,Africa North,Male,17 and under,11
2022,Egypt,Africa North,Male,18 to 24,217
2022,Egypt,Africa North,Male,25 to 39,188
2022,Egypt,Africa North,Male,40 and over,45
2022,Egypt,Africa North,Unknown,25 to 39,1
2022,Egypt,Africa North,Male,17 and under,43
2022,Egypt,Africa North,Male,18 to 24,1
2022,Eritrea,Africa Sub-Saharan,Female,17 and under,26
2022,Eritrea,Africa Sub-Saharan,Female,18 to 24,5
2022,Eritrea,Africa Sub-Saharan,Female,25 to 39,7
2022,Eritrea,Africa Sub-Saharan,Male,17 and under,25
2022,Eritrea,Africa Sub-Saharan,Male,25 to 39,1
2022,Eritrea,Africa Sub-Saharan,Unknown,17 and under,1
2022,Eritrea,Africa Sub-Saharan,Female,17 and under,3
2022,Eritrea,Africa Sub-Saharan,Female,18 to 24,55
2022,Eritrea,Africa Sub-Saharan,Female,25 to 39,50
2022,Eritrea,Africa Sub-Saharan,Female,40 and over,4
2022,Eritrea,Africa Sub-Saharan,Male,17 and under,12
2022,Eritrea,Africa Sub-Saharan,Male,18 to 24,118
2022,Eritrea,Africa Sub-Saharan,Male,25 to 39,177
2022,Eritrea,Africa Sub-Saharan,Male,40 and over,10
2022,Eritrea,Africa Sub-Saharan,Unknown,25 to 39,3
2022,Eritrea,Africa Sub-Saharan,Female,17 and under,18
2022,Eritrea,Africa Sub-Saharan,Male,17 and under,35
2022,Ethiopia,Africa Sub-Saharan,Female,17 and under,6
2022,Ethiopia,Africa Sub-Saharan,Female,18 to 24,1
2022,Ethiopia,Africa Sub-Saharan,Female,25 to 39,3
2022,Ethiopia,Africa Sub-Saharan,Male,17 and under,9
2022,Ethiopia,Africa Sub-Saharan,Female,17 and under,1
2022,Ethiopia,Africa Sub-Saharan,Female,18 to 24,6
2022,Ethiopia,Africa Sub-Saharan,Female,25 to 39,21
2022,Ethiopia,Africa Sub-Saharan,Male,17 and under,4
2022,Ethiopia,Africa Sub-Saharan,Male,18 to 24,48
2022,Ethiopia,Africa Sub-Saharan,Male,25 to 39,81
2022,Ethiopia,Africa Sub-Saharan,Male,40 and over,8
2022,Ethiopia,Africa Sub-Saharan,Unknown,18 to 24,1
2022,Ethiopia,Africa Sub-Saharan,Female,17 and under,7
2022,Ethiopia,Africa Sub-Saharan,Male,17 and under,17
2022,Gambia,Africa Sub-Saharan,Male,18 to 24,1
2022,Gambia,Africa Sub-Saharan,Male,25 to 39,1
2022,Gambia,Africa Sub-Saharan,Male,17 and under,1
2022,Georgia,Europe Other,Female,18 to 24,1
2022,Georgia,Europe Other,Female,25 to 39,3
2022,Georgia,Europe Other,Male,17 and under,1
2022,Georgia,Europe Other,Female,25 to 39,1
2022,Georgia,Europe Other,Female,40 and over,2
2022,Georgia,Europe Other,Male,18 to 24,16
2022,Georgia,Europe Other,Male,25 to 39,81
2022,Georgia,Europe Other,Male,40 and over,38
2022,Germany,EU 14,Female,17 and under,1
2022,Ghana,Africa Sub-Saharan,Male,25 to 39,1
2022,Guinea,Africa Sub-Saharan,Male,18 to 24,2
2022,Guinea,Africa Sub-Saharan,Male,25 to 39,1
2022,Guinea,Africa Sub-Saharan,Male,17 and under,1
2022,Guyana,America Central and South,Male,18 to 24,1
2022,India,Asia South,Female,25 to 39,2
2022,India,Asia South,Male,17 and under,1
2022,India,Asia South,Female,18 to 24,1
2022,India,Asia South,Male,17 and under,1
2022,India,Asia South,Male,18 to 24,22
2022,India,Asia South,Male,25 to 39,68
2022,India,Asia South,Male,40 and over,26
2022,Iran,Middle East,Female,17 and under,54
2022,Iran,Middle East,Female,18 to 24,14
2022,Iran,Middle East,Female,25 to 39,62
2022,Iran,Middle East,Female,40 and over,15
2022,Iran,Middle East,Male,17 and under,67
2022,Iran,Middle East,Male,18 to 24,2
2022,Iran,Middle East,Male,25 to 39,6
2022,Iran,Middle East,Male,40 and over,4
2022,Iran,Middle East,Unknown,17 and under,3
2022,Iran,Middle East,Female,17 and under,1
2022,Iran,Middle East,Female,18 to 24,12
2022,Iran,Middle East,Female,25 to 39,65
2022,Iran,Middle East,Female,40 and over,24
2022,Iran,Middle East,Male,17 and under,29
2022,Iran,Middle East,Male,18 to 24,412
2022,Iran,Middle East,Male,25 to 39,667
2022,Iran,Middle East,Male,40 and over,162
2022,Iran,Middle East,Unknown,25 to 39,1
2022,Iran,Middle East,Male,17 and under,156
2022,Iran,Middle East,Male,18 to 24,3
2022,Iran,Middle East,Unknown,17 and under,1
2022,Iraq,Middle East,Female,17 and under,129
2022,Iraq,Middle East,Female,18 to 24,22
2022,Iraq,Middle East,Female,25 to 39,92
2022,Iraq,Middle East,Female,40 and over,23
2022,Iraq,Middle East,Male,17 and under,156
2022,Iraq,Middle East,Male,18 to 24,2
2022,Iraq,Middle East,Male,25 to 39,8
2022,Iraq,Middle East,Male,40 and over,1
2022,Iraq,Middle East,Unknown,17 and under,3
2022,Iraq,Middle East,Female,17 and under,10
2022,Iraq,Middle East,Female,18 to 24,14
2022,Iraq,Middle East,Female,25 to 39,51
2022,Iraq,Middle East,Female,40 and over,21
2022,Iraq,Middle East,Male,17 and under,24
2022,Iraq,Middle East,Male,18 to 24,273
2022,Iraq,Middle East,Male,25 to 39,362
2022,Iraq,Middle East,Male,40 and over,72
2022,Iraq,Middle East,Unknown,17 and under,1
2022,Iraq,Middle East,Unknown,18 to 24,4
2022,Iraq,Middle East,Unknown,40 and over,1
2022,Iraq,Middle East,Male,17 and under,38
2022,Iraq,Middle East,Male,18 to 24,1
2022,Ivory Coast,Africa Sub-Saharan,Male,25 to 39,1
2022,Ivory Coast,Africa Sub-Saharan,Male,17 and under,1
2022,Jamaica,America Central and South,Male,25 to 39,1
2022,Kazakhstan,Asia Central,Female,40 and over,1
2022,Kosovo,Europe Other,Female,40 and over,1
2022,Kosovo,Europe Other,Male,18 to 24,3
2022,Kosovo,Europe Other,Male,25 to 39,2
2022,Kosovo,Europe Other,Male,40 and over,1
2022,Kuwait,Middle East,Female,17 and under,9
2022,Kuwait,Middle East,Female,25 to 39,3
2022,Kuwait,Middle East,Female,40 and over,2
2022,Kuwait,Middle East,Male,17 and under,11
2022,Kuwait,Middle East,Female,17 and under,1
2022,Kuwait,Middle East,Female,18 to 24,1
2022,Kuwait,Middle East,Female,25 to 39,1
2022,Kuwait,Middle East,Female,40 and over,1
2022,Kuwait,Middle East,Male,17 and under,3
2022,Kuwait,Middle East,Male,18 to 24,12
2022,Kuwait,Middle East,Male,25 to 39,34
2022,Kuwait,Middle East,Male,40 and over,13
2022,Kuwait,Middle East,Male,17 and under,2
2022,Kuwait,Middle East,Male,18 to 24,1
2022,Lebanon,Middle East,Male,18 to 24,3
